268.07	31.985
268.04	32.342
268.09	33.841
268.09	33.976
268.07	34.212
268.01	35.33
268.01	37.201
268.08	38.787
268.02	40.413
268	40.993
267.98	41.573
267.96	41.92
267.95	42.158
267.94	42.274
267.94	42.386
268.12	44.481
268.24	45.95
268.36	47.565
268.58	49.768
268.69	50.857
268.82	53.164
269.05	55.225
269.51	57.464
270.02	60.006
270.37	62.031
270.53	63.107
270.54	63.564
270.54	63.779
270.52	64.001
270.48	64.216
270.42	64.417
270.35	64.587
270.08	64.994
270	65.13
269.95	65.256
269.92	65.908
269.93	66.076
269.94	66.188
270.01	66.286
270.82	66.76
271.05	66.88
271.27	67.019
271.46	67.178
271.64	67.357
271.93	67.749
272.04	67.916
272.61	70.026
273.26	72.289
273.84	74.221
274.7	76.454
274.74	76.585
275.18	78.435
275.97	80.777
276.7	82.78
277.56	84.993
278.34	87.271
278.98	89.231
280.13	91.828
280.74	93.574
281.59	95.509
282.62	97.837
283.76	100.2
284.89	102.67
286.15	104.95
287.41	107.5
288.77	109.91
289.94	111.76
291.23	113.45
292.54	115.31
294.13	117.29
295.39	118.66
296.92	120.27
298.45	121.6
299.99	122.9
302.03	124.47
304.02	125.69
306.17	126.97
308.53	127.75
310.52	128.38
310.7	128.45
310.85	128.53
311.17	128.75
311.36	128.9
312.08	129.62
312.3	129.81
312.52	129.93
312.73	129.98
312.91	129.96
313.07	129.92
313.2	129.85
314.19	128.94
314.34	128.84
314.48	128.76
314.88	128.6
315.12	128.53
317.34	128.39
319.87	128.01
321.85	127.25
324.08	126.16
326.12	124.88
327.9	123.5
329.35	121.85
330.56	120.47
331.81	118.84
333.08	117.04
334.34	114.89
335.54	112.32
336.2	110.4
337.03	108.16
337.61	106.4
338.05	104.63
338.51	102.73
339.16	100.47
339.5	99.093
339.56	98.846
339.98	97.28
340.28	95.668
340.34	95.295
340.83	93.163
341.52	90.706
342.01	88.329
342.39	86.069
342.75	84.061
343.28	81.811
343.58	79.502
343.97	77.273
344.07	76.779
344.1	76.541
344.4	74.681
344.68	72.744
344.82	72.04
344.88	71.835
344.94	71.658
345.22	71.161
345.36	70.949
346.57	69.869
347	69.576
347.18	69.169
346.49	68.563
346.07	68.257
345.94	68.119
345.56	67.57
345.43	67.338
345.34	67.154
345.3	67.011
345.27	66.879
345.24	66.755
345.23	66.629
345.23	66.497
345.32	65.854
345.78	64.238
345.82	64.088
346.07	62.126
346.08	61.782
346.12	60.038
346.22	58.559
346.23	58.434
346.02	56.163
346.02	55.057
346.05	54.394
346.06	54.144
346.07	53.888
345.99	51.757
345.86	50.808
345.75	48.751
345.56	47.414
345.19	45.095
345.02	44.325
344.99	44.18
344.98	43.902
344.92	42.804
344.24	40.559
343.69	38.556
342.94	36.406
342.36	34.281
341.29	31.751
340.48	29.45
340.41	29.218
339.51	26.969
338.43	24.673
338.38	24.514
338.36	24.381
338.34	24.249
338.33	24.1
338.35	23.898
338.38	23.648
338.46	23.384
338.57	23.107
339.2	22.373
339.25	22.329
339.29	22.28
339.33	22.226
339.36	22.168
339.38	22.108
339.39	22.044
339.4	21.98
339.4	21.915
339.39	21.851
339.38	21.788
339.35	21.728
339.32	21.671
